outlet_id,decayed_transit_score,decayed_schools_score,decayed_hospitals_score,decayed_worship_score,decayed_financial_score,decayed_industrial_score,decayed_markets_score,decayed_tourism_score,decayed_offices_score,decayed_competitors_score,internal_network_saturation
OUT_00019,0.0,0.3574012580018857,0.7378610678668698,0.06423168873961986,0.0,1.4731405242446756,0.0,0.30559643768559774,0.08034647845546498,0.00799458715063175,0.909154700990604
OUT_00020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.115929409669203
OUT_00021,0.0,0.0,0.2977593239085398,1.5403032685839346,1.4630908474022217,0.15635324918180177,0.0,0.0,0.0,0.03520039507043586,1.4942079516653752
OUT_00022,0.0,0.0,0.5894948856293615,0.0,0.0,1.2091372445901838,0.0,0.0,0.0,0.0,2.039487129263961
OUT_00023,0.0,0.33119446766600513,1.0964273752362974,1.3343812459236621,0.0,1.5279622458218989,0.0,0.0,0.1509397044368774,0.010588444931828419,1.4722567714965589
OUT_00024,0.0,0.0,0.26168899948158986,0.0,0.0,0.8310743424227565,0.0,0.0,0.0,0.0,1.8214790418242468
OUT_00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0184912148592833
OUT_00026,2.946136524337166,7.177066600971584,12.029700933494562,5.554927012034793,11.174726262364432,0.8972903605821926,0.2068923034337966,3.1635637836881556,6.289235410261663,1.3574970492338412,2.62710398849061
OUT_00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8342591420398398
OUT_00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.416039385477316
OUT_00029,1.2657079575201582,2.313021628902447,4.649484863451257,1.3537526575581347,0.6940170635731135,7.561108640171143,0.32160913803689956,0.4626365559444545,1.503468972251445,0.10107812251801146,2.8836877185318652
OUT_00030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUT_00031,0.0,0.12187881448406998,2.833638265115237,0.7161726616265448,0.7068737531646897,0.0,0.0,0.0,0.0,0.0,2.402748940138602
OUT_00032,1.366309331129447,1.439498679957634,2.1118917878598724,1.0172385115291067,1.8835829052961417,0.36772483419865853,0.5662730777735545,0.28430590340963263,0.0,1.9148371205129542,2.2469374396923953
OUT_00033,0.0,0.0,1.2167011154866436,0.40571867576707343,0.0,0.1015183983688689,0.0,0.0,0.0,0.0,2.2557021508825916
OUT_00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8098351920727072
OUT_00035,0.0,0.06192065351629904,0.0,0.05908010758880111,0.0,0.13886544870566817,0.0,0.0,0.0,0.0,2.123013753596152
OUT_00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.100771508855554
OUT_00037,0.0,0.0,0.22477479381500384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3925812716856827
OUT_00038,0.2063380623787224,0.0,0.5631167982824727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48271886075905934
OUT_00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7188064990968779
OUT_00040,2.57671650396921,2.1723744205735516,7.080089557055686,4.183809513773014,3.4149292181175657,1.256839687105788,0.21782377372452236,1.28027757397117,1.036499836849452,0.3290016147591011,1.8982057922739863
OUT_00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.221762994935874
OUT_00042,0.0,0.0,0.0,1.3887283169810696,0.0,0.40416922002477096,0.0,0.0,0.0,0.0,1.0177522086833672
OUT_00043,0.17477987690368055,0.0,2.1896429554753167,1.2578179184609994,0.0,8.119998989366847,0.0,0.31353610497262435,0.0,0.021537102621412375,2.3028102399124277
OUT_00044,2.3468896831135577,4.1546282353687385,2.606913299483561,7.028323377628983,4.2453204746500255,3.0787376444920573,1.112150690495981,4.923799537823466,2.4455927313609918,0.10411564278433703,0.5907227844958922
OUT_00045,0.0,1.4345477860064961,1.1886197052658547,1.5766841083550518,0.7453836192157909,4.791491709554733,0.0,0.0,0.2031578150063223,0.011236223689299094,1.6332232216404563
OUT_00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9455407853142974
OUT_00047,0.0,0.38373900819601714,1.9681101970891972,0.9336427683071732,0.28489141706606314,0.3925326424816049,0.0,0.9451223846240211,0.34471711882436246,0.008795714803461255,1.3069063637071507
OUT_00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4449465276181646
OUT_00049,0.7007109046982299,0.3662895031426372,0.5275453901275272,0.12787893698265704,0.05550762957243691,0.8392156399541806,0.0,0.0,0.0,0.0029945537805576125,1.2018790756803797
OUT_00050,0.27754026158780915,0.0,0.0,0.5073058175707648,0.08441601829216776,1.3996315315379508,0.0,0.0,0.0,0.0,1.31455626383114
OUT_00051,0.22175393605930963,0.691791461105994,2.6198258036027298,0.9075459811787738,0.11909814879011513,0.0,0.0,0.29690480908662475,0.0,0.21167235205903642,1.327287678744666
OUT_00052,0.0,0.7996521854980788,5.478405496690569,2.299322341943249,0.5175398515528435,0.11154424885374635,0.0,0.14254176232098456,0.0,0.005340572791440571,0.7034112329169695
OUT_00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9930220409667823
OUT_00054,1.5530143517997999,0.9195089877134008,2.0834340316150146,0.6447688274036874,0.8318831343266915,0.7943200866694475,0.14850044345560096,0.0,0.0,0.015144247566485705,0.958452102516377
OUT_00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.920975581976093
OUT_00056,0.0,0.0,2.3660624200362776,2.480041596407585,0.0,0.22218864090042942,0.0,0.1461280133684207,0.5192963381351469,0.00748095105972302,1.307732789787932
OUT_00057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.147800207046422
OUT_00058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.624089023253808
OUT_00059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099773862373281
OUT_00060,0.0,0.0,0.6738995264762164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7172663786584916
OUT_00061,0.0,0.0,0.37988406002487685,0.06788596551658871,0.0,1.2580063896976044,0.0,0.25156193827582635,0.0,0.0,1.8523076142447397
OUT_00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6131398994497856
OUT_00063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.133386287789612
OUT_00064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.210559121274559
OUT_00065,0.0,0.0,1.1819935359993101,0.13420802415466587,0.0,0.5507375185038961,0.0,0.1871332751196185,0.0,0.0,0.8236851045244675
OUT_00066,0.23322597909725654,0.06620866860964991,3.020252136179904,0.7048409860082393,0.0626807065207896,0.11181496979269545,0.0,0.15420245420921583,0.0,0.0,1.491254843286196
OUT_00067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5391787625144935
OUT_00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9126015810794683
OUT_00069,0.5051304549251698,1.5010368265497098,1.2655334338413569,0.32843052798543115,0.0541766528712152,2.2404961814336644,0.05653627377759934,0.17349040987817363,0.11170846333346203,0.005636610330384276,2.025443145796605
OUT_00070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.022816446467219
OUT_00071,0.16944017250744367,0.0,0.7816948580703562,0.5614108420650551,0.5597193764379887,1.147262262145231,0.0,0.4385984736435024,0.9906673286846706,0.0,2.2118448616270867
OUT_00072,1.7514344437953921,3.0069406436254424,6.119172004730275,1.9535761007235943,3.5368281415848943,0.0,0.13638020089165168,1.8720193692722966,1.5492763487298666,0.05534926455436544,2.3186082336529505
OUT_00073,0.0,0.0,0.0,0.21442072236982362,0.0,0.0,0.0,0.0,0.0,0.0,2.2223482166046877
OUT_00074,0.0,0.5218287984848508,0.5253941433810663,0.42064806715142766,1.7521180500683489,4.939648359538106,0.19411682638472233,0.0,2.778495264627537,0.05325054121389819,1.5209352521331003
OUT_00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.717092022436682
OUT_00076,0.17589500384290502,0.3167734132774084,1.492677508177383,0.5472595964068252,0.09513074021666418,0.2127033143161139,0.0,0.31725724729416194,0.5106109406279329,0.0026091723747750746,1.0787520722325494
OUT_00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1610166726821736
OUT_00078,0.2825449931689825,1.7434053941582122,2.97056036905198,1.5147957911962653,2.274301811532656,0.7188697299851028,0.051144260229188075,2.02428118792164,1.9249734923851651,0.7328495875809632,1.4187275257231975
OUT_00079,0.0,0.30888560184659775,0.2722791209485419,0.37343708006933163,0.0,0.7250736790815423,0.0,0.7810094450215113,0.0,0.0,1.0712127178836797
OUT_00080,0.0,0.0,0.47269296524218607,0.2347237779509408,0.08201170044153176,0.6927851547488555,0.05069214587480406,0.0,0.0,0.005153287724903033,2.186486216088464
OUT_00081,0.0,0.51054558569459,0.5176607953407967,0.8254428476573309,0.0,0.37381208702666746,0.3979957792835027,0.5710924314508486,0.0,0.0007322441164578625,1.7299588977429012
OUT_00082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.283975172116203
OUT_00083,0.21928017822982837,0.1591540954745353,0.0,0.29285869272385506,0.0,0.5608323810220206,0.0,0.0,0.0,0.0,1.7814826443714407
OUT_00084,1.2376768256971773,1.657725950784225,2.225352583612526,1.2537955691547564,1.8468278342940319,0.33594430830661215,0.4723514623459144,0.32644679313531366,0.06749148515784435,1.5491658001965884,2.4506312920710345
OUT_00085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170510852306473
OUT_00086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.575481076241208
OUT_00087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7663345273755588
OUT_00088,0.0,0.07538700881157491,0.0,0.4882059015532315,0.06144805963846646,0.0,0.052308538954068694,0.19932316635495434,0.0,0.0,1.6197691288860492
OUT_00089,0.0,0.2196685291307778,0.0,0.1945979646443475,0.0,0.0,0.0,0.4837171588791412,0.07855434332736072,0.0,2.1989406172823363
OUT_00091,0.0,0.0,0.32394476784756054,0.4721411469046941,0.0,0.6990282817224538,0.0,0.0,0.0,0.0,2.4441058728056886
OUT_00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28330135055341
OUT_00093,0.0,0.07957287415583908,0.7805644378974319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.970626443345648
OUT_00094,1.5176259269501395,2.4106122680462034,16.92246488390656,2.397087878394969,8.235494619120164,0.6199885862465155,0.0,4.658645344550993,13.230024846348694,0.40860408031518647,1.7951987887644738
OUT_00095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.780111499692684
OUT_00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.736168454962427
OUT_00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3190717045972717
OUT_00098,0.0,0.0,0.0,0.17023462692057223,0.0,0.26969841749939355,0.0,0.14692279558858917,0.0,0.0,2.0194074391105694
OUT_00099,0.7554782833273093,1.1237692398011525,1.4894910141829243,0.8476049932342062,0.5515328878102967,2.371231322309225,0.0,1.2203681285501318,0.5008869139675598,0.04469720304299213,1.6476341050393084
OUT_00100,0.40752649407603375,1.3551379727672102,1.8723837200976696,0.2695433820909117,2.1249995394579377,6.798327060438963,0.2807699285910735,0.0,1.1368437702018324,0.3402972589452243,0.8131947217925801
OUT_00101,0.1476874341440168,0.6055257321961038,5.024204517992018,1.2078080019729387,0.29089504344883954,0.0,0.0,0.17176771643722252,0.0599245313040589,0.0,2.67216406310225
OUT_00102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8437747808046312
OUT_00103,0.2585051213630485,0.061257960881940576,3.038561626356607,0.7463021428077807,0.05717251606669325,0.11467302755184805,0.0,0.14532368143391927,0.0,0.0,1.5271123877629291
OUT_00104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9600712152437567
OUT_00105,0.9719680958177916,1.0452279157342863,2.9468568527790278,1.4519334158988124,0.6724781927562524,0.3478150051495765,0.0,0.0,0.0,1.1769409385581413,1.8138985764616873
OUT_00106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5811896037090603
OUT_00107,0.0,0.35267297082212784,4.465474558488643,0.7921839271874646,0.41078006123318134,0.0,0.0,0.0,0.0,0.0,3.458636519155741
OUT_00108,0.0,0.0,0.0,0.2387261551427308,0.0,0.09228983751171453,0.0,0.15741513647890407,0.0,0.0,2.0251133825009946
OUT_00109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1688888859304876
OUT_00110,0.0,0.0,0.48722826514288925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.017973006843171
OUT_00111,0.0,0.8529870854229751,0.5308891516090539,0.7046670451711133,0.0,0.1423269771191826,0.39329811395520975,0.17780987986863245,0.0,0.16154875075789651,1.1838115147457908
OUT_00112,1.14534890351994,0.2731306586578698,6.669221557312097,2.131158737195614,0.0,0.505904352259014,0.052208329155303185,3.7519325695990835,2.1257860548206553,1.3532697764929176,1.9471222289131749
OUT_00113,0.0,0.567706177407394,0.582641013931573,0.0,0.0,0.41063300611374093,0.0,0.16977771779423936,0.0,0.0,1.1736363815219897
OUT_00114,0.0,0.4408683064716624,0.47598211946505115,0.38985337013525,0.0,0.08629051924000147,0.0,0.0,0.0,0.0,1.8290234904836935
OUT_00115,0.4188350086556428,0.7004537228309914,4.2020324438487995,0.6814040930996805,2.0483462555218193,1.6122249097779546,0.40337335220532544,0.6153507779931,0.5612272600899084,0.050102606360425135,1.404792651303004
OUT_00116,0.0,0.1900825899238727,0.707349772091358,0.5942099915208447,0.0,0.146175782125397,0.0,0.1657953167025696,0.0,0.0038155527832909684,0.8760553939473845
OUT_00117,0.0,1.5673029104038185,2.6519372308205362,0.7324425638338711,0.0,0.0,0.0,0.0,0.0,0.22469395603938572,1.2336316396541838
OUT_00118,0.0,0.06694964271532135,1.5237809551699637,0.7225191946989498,0.0,1.2791854510111924,0.0,0.3029948182035841,0.0,0.0023003335800385453,0.7267070943395575
OUT_00119,0.5264657809552162,0.6477301587391535,3.5213956044558268,1.6232929928844935,0.359085383547208,0.15237104522401065,0.06256831431729579,0.35668219718218463,0.0,0.16562148273509386,1.322077351097764
OUT_00120,0.0,0.0,0.0,0.12190163537689808,0.11807749061677776,0.39687031606642686,0.0,1.64101671181051,0.0,0.0,3.0589231364564284
OUT_00121,0.8261785212436096,0.12373066165403573,2.8481143918191125,0.0,0.10267892697433932,0.0,0.08033453744050599,11.506803256553676,0.0,0.0017175689350434915,2.5046152267135016
OUT_00122,0.0,0.0,0.0,0.0,0.0,0.22244416119027374,0.0,0.0,0.0,0.0,2.351293707447071
OUT_00123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46472400530218594
OUT_00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5566155681670812
OUT_00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38407454567891786,1.4238493899166653
OUT_00126,0.9516106096754535,1.604665039264337,6.097542455348638,7.532816730446168,0.7285109699967212,0.28690096738870985,0.0,1.1845386946060408,0.6753717855120737,0.06995250133714345,1.8108228866468838
OUT_00127,0.0,0.0,0.6043480493240564,0.9094738314133494,0.0,0.45771686440787507,0.0,0.37397247446379156,0.0,0.0,0.9163512990528844
OUT_00128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5168542193142271
OUT_00129,0.0,0.1704399983214926,0.25799463195603534,0.2645223061152218,0.13307224335353046,0.6960183094109541,0.0,0.6076779774745957,0.0,0.0034561604111387903,1.6473863319229607
OUT_00130,0.231877473320418,4.181765917103525,3.987716259681091,12.251099488491992,1.1606183509103498,4.833891105540268,0.13285816498737218,1.3307783739268058,1.1966613879703842,0.15852001261928228,1.104289700015988
OUT_00131,0.0,0.5261071777060442,2.8388899724909216,4.871091308497965,0.0,0.4645077647735167,0.0,2.1367947663745905,0.17029895822913635,0.7682077243715031,0.9952093767760353
OUT_00132,0.39782827698933526,0.0,0.0,0.683988600366339,0.0,1.2660910365494398,0.0,0.0,0.0,0.0,2.3598296095160736
OUT_00133,0.0,0.46566023822939173,1.0099028861308912,0.6366847921243981,0.23462041929403807,0.0,0.0,0.6958529364735978,0.7183010336932021,0.32201334525553377,0.9807629396950732
OUT_00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9302419808406697
OUT_00135,0.0,0.09612562400367124,0.291816843383651,0.05313851400739568,0.15420848194976222,1.4655402992742217,0.0,0.0,0.763127688396696,0.005925046812067584,2.4763920577975758
OUT_00136,0.9395007571725937,0.279557118309759,3.792932375852303,0.8926667505159995,0.9513267075364196,4.708265168415599,0.42175052804364727,0.23057200566904917,0.13656237402159105,0.008216334281212436,0.9799007378877707
OUT_00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6188289122630732
OUT_00138,0.0,0.07951214239815434,2.6516588240239716,0.16273442652259776,0.0,0.0,0.0,0.0,0.0,0.0,1.7093636445397027
OUT_00139,0.0,0.30204810545147237,0.8396721634833495,0.1235424103652714,0.5000673621200049,0.40096384229696985,0.0,0.8251106900808667,0.0,0.05846170660610699,1.2236836523696448
OUT_00140,2.7628721033187773,3.481327069881651,6.942578118869957,11.336387118838987,7.478129893267855,0.0,0.0,0.6099589558892751,3.5297399097703828,1.331528252113716,1.6644812394004709
OUT_00141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.553002943051327
OUT_00142,0.0,0.0,1.273846211156872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.093780822117072
OUT_00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.218736670735011
OUT_00144,0.3793024534547618,0.7998849255651276,1.9373892634149341,1.27029262460237,0.6960369766193135,0.21022093581251208,0.0,1.4913757340584792,0.47905701059770933,0.05826809132470618,2.0791576661165654
OUT_00145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.108290639019247
OUT_00146,0.28706153812645613,1.2917681344685652,0.27020332180716283,3.1512306428056385,2.037443643095443,0.9030217951778188,0.0,2.471093405584102,2.0551903042698045,0.01956490566719077,1.709365779855665
OUT_00147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3698154482845037
OUT_00148,0.0,0.0,0.32848095861079885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637513692279105
OUT_00149,0.0,0.1672371389308781,0.0,0.0498694986253586,0.0,0.39452164977960213,0.0,0.18694528691819573,0.0,0.0,1.901512211726332
OUT_00150,0.0,0.0,0.0,0.21762279533293047,0.0,0.0,0.0,0.0,0.0,0.0,2.4307373542940756
OUT_00151,1.4631341103003686,0.6323717969894285,3.8206243575960075,2.1950934872513033,0.1659434318247337,0.2193346711490337,0.09893793136728173,0.0,0.05236750838247914,0.10043513038263283,2.50480402671677
OUT_00152,0.39549713243523055,0.9354336900754454,4.536296512286045,1.2004389952758903,3.3112951317393295,1.2521013261769816,0.5127299588939892,0.45788687954399543,0.23559614175100824,0.10949848697402587,1.4260963405785816
OUT_00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027841529719642
OUT_00154,0.0,0.22260314895498468,0.6932873840678632,0.3152729549718887,0.0,0.44567291102460066,0.0,0.4656715268041013,0.0,0.0,3.512149574023325
OUT_00155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8816510658596333
OUT_00156,0.0,0.06097689640385999,0.5332343246632371,0.081377583693117,0.0,1.8445379743103751,0.0,1.1948167840516837,0.09464698997107837,0.0,1.2940555857468152
OUT_00157,0.0,0.0,0.0,0.5254124880652616,0.0,0.9068121573992307,0.0,0.14403738013714018,0.0,0.0,2.049088385098614
OUT_00158,0.0,1.682281413094314,2.08886425866144,6.203114789007614,0.11804354162793823,0.8702510187093007,0.0,0.1684586656601068,0.29734746932944367,0.002783081763920189,2.3233041530519443
OUT_00159,0.0,0.0,0.0,0.0607315648709195,0.0,0.0,0.0,0.0,0.0,0.0,0.9836881825034836
OUT_00160,0.5348624660556197,0.8384528079483162,3.519615300968986,2.7994456295188415,0.564496471021394,1.1828290569674658,0.06565672170151855,0.7729649119047358,2.1564406610921054,0.07781828699418519,1.7917583840211528
OUT_00161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7441111145108845
OUT_00162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0721766638203332
OUT_00163,0.0,0.0,0.24057892109691045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.362444856515867
OUT_00164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8613317912375196
OUT_00165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094655805653439
OUT_00166,0.4395343238508586,0.7142207265916621,3.003936453811392,1.3000031983130835,0.702232911483222,0.1911923470124042,0.0,0.27796532288729114,0.0,0.2886840933919884,1.473317034519242
OUT_00167,1.85508914202629,1.7233565742589059,6.9959785499173215,3.2190765974447704,0.28921384112694337,0.24388299163002347,0.10837853369425085,3.388634280797739,2.7905635116518446,2.311993642915435,1.3849764690426758
OUT_00168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.311878296855315
OUT_00169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7670348984737072
OUT_00170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1880356251978395
OUT_00171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0698433050273128
OUT_00172,0.0,0.570430604468818,0.0,0.3544960364641936,0.0,0.0,0.0,0.3363359994933014,0.0723079721064519,0.0,0.8983225444053731
OUT_00173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.654643537402547
OUT_00174,0.17217728665057971,0.0,0.2722943316503975,0.0,0.0,0.09686800858677648,0.0,0.0,0.0,0.0,1.6423288994561318
OUT_00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8147883264135782
OUT_00176,0.0,0.41392325897353743,1.2939391391792485,1.169976155123838,0.0,8.144366992776876,0.2627541615867847,0.7306390436360313,0.0,0.007047525404852328,2.1551346067727306
OUT_00177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2335731510096326
OUT_00178,0.0,0.0,0.0,0.24663922167373079,0.0,0.0,0.0,0.0,0.0,0.0,4.016419324087958
OUT_00179,0.6674215835398065,1.720217743014506,4.6197072827862575,6.816168974881441,1.0223180494354498,3.933353807686905,0.24688933177822256,0.16909589568993483,1.5489237803513314,0.15941960697017743,2.802072024023088
OUT_00180,0.0,0.05640147938848785,0.9791984912721505,0.22994380165716766,0.07211273129852544,0.09920592373472341,0.0,0.2980845904733682,0.0,0.004311930661371877,0.9602753135875011
OUT_00181,0.0,0.0,0.0,0.12527816111272155,0.0,0.0,0.0,0.0,0.0,0.0,3.0560561209383295
OUT_00182,0.0,0.0,0.0,0.32913454799399666,0.3401659307427488,0.9798410705878222,0.0,2.892970085984495,0.0,0.0,0.9225832796687903
OUT_00183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8254722214411903
OUT_00184,0.0,0.0,0.0,0.9226758566556699,0.3705894809873583,0.0,0.10676061338110475,0.7629041651822954,0.0,0.030760737923963992,0.9795379533549444
OUT_00185,0.0,0.06208111242992642,0.4128865329941113,0.0,0.0,0.43580380115813916,0.0,0.0,0.0,0.0,0.9397455792295277
OUT_00186,1.4733595333989267,0.7312257317819908,4.8433329289278015,5.25002294162662,0.0,7.413611599907696,0.0,0.0,1.082171292173511,0.2799825222176681,1.2164831941334247
OUT_00187,0.0,0.0,0.370668822382207,0.0,0.0,0.20727220278472008,0.0,0.1780360472899495,0.0,0.0,0.9109336913110662
OUT_00188,0.0,0.2694371190426926,0.9642254246587114,1.2305905550680292,0.0,7.964607551916008,0.5985177269717598,0.5609914495744233,0.05984792749283564,0.046890287654805886,2.8114452174807254
OUT_00189,0.0,0.0,0.267116751163502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666792431048911
OUT_00190,0.0,0.0,0.0,0.0,0.0,0.5140102566857297,0.0,0.0,0.0,0.0,2.34225817804513
