Outlet_ID,Trade_Spend_Allocation_LKR
OUT_01390,0
OUT_01391,2000
OUT_01392,0
OUT_01393,0
OUT_01394,0
OUT_01395,0
OUT_01396,2000
OUT_01397,0
OUT_01398,0
OUT_01399,0
OUT_01400,0
OUT_01401,0
OUT_01402,0
OUT_01403,0
OUT_01404,0
OUT_01405,2000
OUT_01406,0
OUT_01407,0
OUT_01408,0
OUT_01409,2000
OUT_01410,2000
OUT_01411,2000
OUT_01412,0
OUT_01413,0
OUT_01414,0
OUT_01415,0
OUT_01416,0
OUT_01417,0
OUT_01418,0
OUT_01419,0
OUT_01421,0
OUT_01422,0
OUT_01423,0
OUT_01424,0
OUT_01425,0
OUT_01426,0
OUT_01427,0
OUT_01429,0
OUT_01430,0
OUT_01432,0
OUT_01433,0
OUT_01434,0
OUT_01436,0
OUT_01437,2000
OUT_01438,0
OUT_01439,0
OUT_01440,2000
OUT_01441,0
OUT_01442,0
OUT_01444,0
OUT_01445,0
OUT_01446,0
OUT_01447,2000
OUT_01448,0
OUT_01449,0
OUT_01450,0
OUT_01451,0
OUT_01452,0
OUT_01453,0
OUT_01454,0
OUT_01455,0
OUT_01456,0
OUT_01457,0
OUT_01458,0
OUT_01459,0
OUT_01460,0
OUT_01461,2000
OUT_01462,0
OUT_01463,0
OUT_01464,0
OUT_01465,0
OUT_01466,0
OUT_01467,0
OUT_01468,0
OUT_01469,0
OUT_01470,0
OUT_01471,5000
OUT_01472,2000
OUT_01473,2000
OUT_01474,0
OUT_01475,0
OUT_01476,0
OUT_01477,0
OUT_01478,0
OUT_01479,0
OUT_01480,0
OUT_01481,0
OUT_01482,0
OUT_01483,0
OUT_01484,0
OUT_01485,2000
OUT_01486,0
OUT_01487,0
OUT_01488,0
OUT_01489,0
OUT_01490,0
OUT_01491,0
OUT_01492,0
OUT_01493,0
OUT_01494,0
OUT_01495,0
OUT_01497,0
OUT_01498,0
OUT_01499,0
OUT_01500,2000
OUT_01501,0
OUT_01502,0
OUT_01503,2000
OUT_01504,0
OUT_01505,5000
OUT_01506,2000
OUT_01507,0
OUT_01508,0
OUT_01509,0
OUT_01510,0
OUT_01511,0
OUT_01512,0
OUT_01513,2000
OUT_01514,2000
OUT_01515,0
OUT_01516,0
OUT_01517,0
OUT_01518,0
OUT_01519,0
OUT_01520,2000
OUT_01521,0
OUT_01522,0
OUT_01523,0
OUT_01524,0
OUT_01525,0
OUT_01526,0
OUT_01527,2000
OUT_01528,2000
OUT_01529,0
OUT_01530,0
OUT_01531,0
OUT_01532,2000
OUT_01533,0
OUT_01534,0
OUT_01535,0
OUT_01536,0
OUT_01537,0
